"ID","XCOO","YCOO","ELEV","COUN","ASP","LOWDB","LITO","GENLAN","Ag","Al","Al_XRF","Al2O3","As","Au","B","Ba","Be","Bi","Br_IC","Ca","Ca_XRF","CaO","Cd","Cl_IC","Co","Cr","Cu","EC","F_IC","Fe","Fe_XRF","Fe2O3","Hg","K","K_XRF","K2O","La","Li","LOI","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Na","Na_XRF","Na2O","Ni","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","S","Sb","Sc","Se","Si","Si_XRF","SiO2","SO4_IC","Sr","Te","Th","Ti","Ti_XRF","TiO2","V","Y","Zn"
595,686609,7580000,140,"RUS","S",15,1,"PLAIN",0.014,19100,78400,16.79,0.53,0.364,1.5,104,0.21,0.012,0.001,5510,36400,5.1,0.027,0.003408,12.2,30.4,39.1,0.78,0.0005,25900,47600,6.81,0.03,2050,9700,1.17,6.8,17.7,3.96,6940,15300,2.55,174,690,0.09,0.3,410,27300,3.69,27.5,0.0005,673,610,0.14,2.13,0.695,5.2,0.002,1.722,49,0.005,3.1,0.041,133,274600,58.76,14.107,14,0.004,3,1610,3890,0.65,53.2,3.6,39.1
596,570171,7520000,275,"FIN","W",42,1,"PLAIN",0.017,25600,63800,13.66,1.91,0.468,1.5,28.5,0.29,0.118,0.001,420,13300,1.87,0.028,0.004103,3.6,42.4,10.6,0.93,0.0005,29800,36200,5.18,0.09,690,18500,2.24,8.9,14.7,13,1910,7700,1.28,72.7,300,0.04,0.3,60,18100,2.45,12.2,0.001529,187,210,0.05,5.95,0.857,4.9,0.002,2.242,216,0.017,2.5,0.299,153,279000,59.71,11.626,2.8,0.014,10,851,2510,0.42,39.7,2.1,17.4
597,544482,7750000,220,"FIN","NW",35,20,"PLAIN",0.012,10300,62400,13.36,0.62,0.398,1.5,11.3,0.17,0.027,0.001,1800,22400,3.14,0.025,0.003001,2,14.2,6.9,0.6,0.0005,11900,37300,5.34,0.03,270,10400,1.26,11.3,2.6,6.29,1370,9700,1.62,61.3,610,0.08,0.4,120,21800,2.94,3.1,0.002655,442,480,0.11,2.01,0.917,5.3,0.002,1.286,129,0.005,1.9,0.192,174,309900,66.32,4.193,5.6,0.0015,3,481,3350,0.56,21.1,4.5,8.4
598,814146,7580000,195,"RUS","FLAT",33,20,"RIDGE",0.01,11700,72300,15.47,0.41,0.335,1.5,23.4,0.12,0.018,0.001,1320,25400,3.56,0.014,0.001,3.1,30.1,4.8,0.63,0.0005,14200,28100,4.02,0.03,680,10800,1.31,12,4.2,5.96,1980,7800,1.3,53.2,380,0.05,0.1,130,28700,3.87,9.5,0.0005,549,610,0.14,1.93,0.578,5.1,0.002,0.818,123,0.005,1.7,0.142,145,298700,63.91,13.382,6.9,0.007,3,852,2690,0.45,40.4,2.5,13.4
601,551960,7880000,60,"NOR","N",46,10,"SLOPE",0.014,12800,60900,13.04,5.91,2.069,1.5,15.3,0.15,0.239,0.001,750,1200,0.17,0.015,0.008979,6.8,13.7,13.3,1.23,0.0005,42400,46500,6.65,0.03,1750,25200,3.04,16.8,5.2,9.98,3210,5900,0.99,237,460,0.06,0.5,40,10900,1.48,11.2,0.0005,1090,1000,0.23,13.4,1.607,5,0.002,2.641,173,0.437,1.1,0.469,112,299600,64.1,9.29,9,0.028,12,930,5150,0.86,23.4,6.3,32.4
602,505348,7390000,190,"FIN","N",35,7,"PLAIN",0.005,21900,64500,13.81,1.08,0.593,1.5,11.5,0.69,0.02,0.001,690,12000,1.68,0.019,0.003797,2.4,25,2.7,0.53,0.0005,18500,23300,3.34,0.03,100,21500,2.6,10.2,2.8,6.9,790,3900,0.65,56.2,230,0.03,0.3,80,21200,2.87,5,0.002522,799,690,0.16,3.93,1.118,5.8,0.002,2.417,180,0.018,1.5,0.102,228,312700,66.92,10.468,2.6,0.005,10,648,2210,0.37,40.2,2.7,7.3
603,488405,7760000,180,"FIN","N",25,31,"PLAIN",0.018,12100,63200,13.54,0.52,0.939,1.5,36.1,0.19,0.02,0.001,2330,25800,3.62,0.046,0.002603,8.6,61.7,19.3,0.63,0.0005,26400,56800,8.13,0.03,820,11900,1.44,9.2,9.1,3.99,5830,21200,3.52,124,690,0.09,0.5,220,20800,2.81,28.2,0.0005,326,390,0.09,1.97,1.155,5.5,0.002,2.209,92,0.005,3,0.07,76,291300,62.34,8.779,9.4,0.012,6,1190,5330,0.89,62.3,4.1,30.9
604,532500,7780000,70,"NOR","FLAT",24,10,"SLOPE",0.01,21300,71800,15.37,2.54,1.148,1.5,33.3,0.34,0.03,0.001,2060,20400,2.86,0.029,0.003582,8.7,40.2,15.9,0.77,0.0005,30700,50000,7.15,0.03,810,12000,1.45,12.5,17.8,7.85,6100,13700,2.28,195,690,0.09,0.2,130,20800,2.81,17.5,0.0005,569,520,0.12,4.99,1.502,5.3,0.002,3.035,170,0.012,3.5,0.177,165,270400,57.86,10.444,8.3,0.02,8,824,3530,0.59,47.3,4.7,40.9
605,402010,7720000,400,"NOR","FLAT",23,1,"FLAT",0.006,12700,59900,12.82,0.63,0.412,1.5,17.3,0.2,0.03,0.001,1320,19500,2.74,0.015,0.001,3.8,27,5.5,0.58,0.0005,17100,30000,4.3,0.03,680,14600,1.77,6.4,5.9,5.22,2800,9700,1.62,72.1,380,0.05,0.1,130,24100,3.25,10.6,0.003753,327,340,0.08,2.65,0.884,5.2,0.002,2.234,109,0.005,1.8,0.12,178,313900,67.18,8.656,7.1,0.005,4,940,2750,0.46,33.9,2,12.4
607,728750,7600000,170,"RUS","FLAT",27,20,"PLAIN",0.046,14900,66200,14.18,0.61,0.253,1.5,45.8,0.17,0.016,0.001,1420,25900,3.63,0.027,0.006856,6.6,45,13.3,1.19,0.0005,21300,38400,5.5,0.03,1050,8000,0.97,6.5,6.3,7.42,4080,13800,2.3,86.8,540,0.07,0.1,150,24300,3.28,28.7,0.0005,377,390,0.09,2.54,1.533,4.9,0.002,1.977,183,0.005,2.2,0.17,118,288900,61.83,28.264,5.5,0.028,4,1040,2810,0.47,50,2.1,20.4
608,655175,7610000,100,"RUS","SW",33,32,"RIDGE",0.018,16700,67700,14.5,0.51,0.906,1.5,47.7,0.17,0.012,0.001,1570,22200,3.11,0.027,0.004034,5.2,36.5,12.7,0.76,0.0005,16200,53000,7.58,0.03,790,10300,1.25,9.8,5.1,6.87,3680,18800,3.12,65.6,690,0.09,0.2,180,16000,2.17,18.5,0.004109,329,340,0.08,2.01,1.18,5.5,0.002,2.537,134,0.005,2.8,0.169,107,284500,60.88,14.028,6.3,0.02,5,832,4730,0.79,42.6,3.8,20.1
609,629082,7610000,150,"RUS","W",23,32,"RIDGE",0.014,21800,73400,15.71,0.7,0.699,1.5,25.5,0.25,0.009,0.001,1550,24700,3.46,0.026,0.006076,5.6,31.4,7.2,0.69,0.0005,21600,55000,7.87,0.03,360,8900,1.08,9.5,4.6,7.64,1670,14100,2.34,136,690,0.09,0.3,150,16800,2.27,10.9,0.001289,1100,1040,0.24,2.84,0.959,5.7,0.002,3.444,153,0.005,2.8,0.137,221,269800,57.74,13.806,5.5,0.02,4,668,5750,0.96,60.8,5.3,18.7
610,602200,7710000,105,"NOR","W",23,20,"RIDGE",0.02,36800,72200,15.46,2.28,1.088,1.5,28.3,0.39,0.047,0.001,2320,22600,3.17,0.033,0.002996,5.7,30.3,14.1,0.83,0.0005,30900,46300,6.63,0.07,370,7300,0.89,8.3,9.2,14.67,3510,10400,1.74,115,540,0.07,0.4,220,19900,2.69,12.7,0.001191,477,480,0.11,4.66,1.197,5.2,0.002,2.837,270,0.005,4.5,0.338,143,252800,54.09,13.496,6.1,0.027,7,1130,3470,0.58,53.7,4.4,26.5
611,780361,7510000,230,"RUS","NE",15,52,"RIDGE",0.032,39500,72000,15.41,2.8,0.804,1.5,78.5,0.62,0.028,0.001,2380,24200,3.4,0.053,0.006567,8,58.3,20.2,1.38,0.0005,33300,49500,7.08,0.03,850,11700,1.42,6,9.6,12.12,3760,13500,2.25,158,610,0.08,0.4,420,19900,2.69,27.3,0.008465,610,560,0.13,3.18,1.502,5.5,0.002,5.461,367,0.025,3.7,0.245,120,256700,54.93,45.482,39.9,0.025,8,1370,3890,0.65,51.5,3.5,61
612,649606,7540000,180,"RUS","N",35,1,"RIDGE",0.009,18100,64600,13.83,0.85,0.708,1.5,17.8,0.25,0.027,0.001,860,14000,1.96,0.026,0.004119,3,21.4,3.6,0.55,0.0005,10700,17600,2.52,0.03,270,19200,2.32,5.3,6.7,5.98,1090,4800,0.81,142,300,0.04,0.3,70,23600,3.19,6.7,0.0005,662,480,0.11,3.19,0.677,5.5,0.002,2.814,90,0.005,1.4,0.092,331,319800,68.43,6.086,3.9,0.018,6,482,1250,0.21,20.8,1.5,15
613,607560,7750000,50,"NOR","FLAT",19,107,"LOWMO",0.005,6970,68600,14.69,0.71,0.238,1.5,11.6,0.17,0.038,0.001,1510,16300,2.29,0.019,0.002478,3.5,9.4,3.5,0.49,0.0005,13600,21000,3.01,0.03,760,20600,2.49,5.5,13,2.82,3400,5400,0.91,96.1,230,0.03,0.1,70,31300,4.23,6.2,0.0005,432,390,0.09,2.18,0.548,5.4,0.002,15.753,52,0.005,1.3,0.042,130,325500,69.66,5.335,8,0.007,5,869,2030,0.34,31.1,2,20.7
616,418200,7630000,340,"NOR","FLAT",19,51,"FLAT",0.03,14200,57500,12.31,0.93,0.414,1.5,19.1,0.18,0.029,0.001,1700,31700,4.44,0.029,0.002216,5.6,74.9,19.8,0.79,0.0005,26900,57200,8.19,0.03,380,9100,1.1,7,4.4,10.13,3980,22200,3.69,66.8,690,0.09,0.3,160,20200,2.73,33.1,0.005131,227,260,0.06,2.57,0.95,5.2,0.002,2.273,157,0.005,3.2,0.128,133,259300,55.49,9.286,5.2,0.008,4,1110,5990,1,64.3,2.8,12.5
617,529688,7710000,235,"FIN","W",23,20,"FLAT",0.012,16300,63900,13.68,0.52,0.514,1.5,19.5,0.21,0.022,0.001,900,16300,2.29,0.022,0.004825,2.8,23.2,4.5,0.54,0.0005,18400,41600,5.95,0.03,350,12100,1.46,7.9,3.2,5.69,1710,9700,1.61,60.5,460,0.06,0.3,140,16000,2.17,7.2,0.0005,224,300,0.07,2.56,0.902,5.4,0.002,3.807,155,0.005,2.5,0.108,227,312100,66.79,10.331,4.2,0.005,6,693,3230,0.54,40.4,2.8,11.6
619,598150,7760000,95,"NOR","SW",37,20,"LOWMO",0.017,8520,62500,13.38,1.44,0.248,1.5,26.1,0.22,0.042,0.001,1670,19700,2.76,0.017,0.004067,4.2,19.8,10.8,0.55,0.0005,14000,27400,3.92,0.03,760,14900,1.8,8.2,10.9,4.08,3900,8800,1.47,92.5,380,0.05,0.9,100,26200,3.54,11.1,0.0005,360,340,0.08,2.27,0.797,5.4,0.002,1.77,97,0.005,1.7,0.167,92,318600,68.18,5.17,6.1,0.0015,4,774,2690,0.45,29.1,2.9,16.9
620,489604,7690000,240,"FIN","N",13,31,"PLAIN",0.029,18000,71600,15.32,0.85,0.76,1.5,48,0.27,0.018,0.001,1120,22200,3.11,0.041,0.005179,7.9,46.6,17.9,0.54,0.0005,23800,57900,8.28,0.03,650,13700,1.66,9.6,6.5,4.63,3360,17900,2.98,77.8,690,0.09,0.5,150,16500,2.23,29.5,0.0005,234,300,0.07,2.64,1.108,5.3,0.002,3.232,136,0.005,3.5,0.128,194,282900,60.53,8.498,5.5,0.021,7,957,5150,0.86,50.3,3.6,30.3
621,839243,7590000,190,"RUS","FLAT",11,20,"PLAIN",0.006,11300,65300,13.99,0.41,0.405,1.5,7.3,0.1,0.018,0.001,350,20100,2.82,0.012,0.003367,1.7,23.7,2.7,0.62,0.0005,11600,22500,3.23,0.03,270,11300,1.37,6.6,1.9,5.3,550,5300,0.88,45.1,380,0.05,0.1,60,26400,3.57,4.3,0.0005,219,260,0.06,2.07,0.581,5.2,0.002,2.104,140,0.005,1.2,0.104,270,318500,68.15,13.418,2.8,0.004,6,457,1730,0.29,27.6,1.2,5.4
622,403440,7430000,165,"FIN","W",23,7,"PLAIN",0.003,9800,62000,13.28,0.72,0.228,1.5,14.4,0.25,0.008,0.001,1050,14500,2.03,0.017,0.001,2.8,21.8,2.3,0.4,0.0005,13200,21400,3.07,0.03,220,22700,2.74,9.4,3,2.83,920,4600,0.77,96.4,300,0.04,0.4,70,25500,3.44,5.5,0.0005,695,610,0.14,1.78,0.522,5.8,0.002,2.33,52,0.005,1,0.044,231,324400,69.42,7.279,4,0.0015,6,459,2270,0.38,27.2,2.2,14.6
623,586000,7570000,130,"RUS","S",20,31,"SLOPE",0.013,10700,66200,14.18,0.68,0.666,1.5,23.3,0.1,0.014,0.001,430,10800,1.52,0.031,0.001,6.8,24.6,12.1,0.47,0.0005,13900,67400,9.64,0.03,430,10600,1.28,9.8,3.6,3.21,1920,21800,3.62,255,1000,0.13,0.4,60,5700,0.78,16.8,0.0005,230,260,0.06,2.66,0.441,5.4,0.002,2.254,75,0.005,2,0.074,249,302800,64.8,8.969,1.9,0.009,7,344,5210,0.87,25.5,2.2,34.8
624,646901,7460000,280,"RUS","N",12,1,"RIDGE",0.035,24600,72600,15.54,1.77,0.455,1.5,71.4,0.26,0.006,0.001,1180,22500,3.15,0.032,0.004661,8.5,60.2,12.7,1.04,0.0005,27700,40700,5.83,0.03,2280,12200,1.48,9.4,18.9,11.57,6150,13500,2.24,131,380,0.05,0.3,100,22900,3.09,28.3,0.01101,518,650,0.15,3.06,1.328,4.9,0.002,4.75,216,0.013,2.7,0.194,89,260700,55.79,9,5.8,0.007,5,1240,3650,0.61,45.7,1.9,41.6
625,532787,7610000,195,"FIN","N",27,31,"RIDGE",0.029,17900,75000,16.06,0.62,1.967,1.5,45.1,0.25,0.019,0.001,350,9000,1.27,0.034,0.004881,6.2,26.4,14.4,0.81,0.0005,23800,50300,7.2,0.03,880,17800,2.15,18.9,6.3,5.9,2430,11000,1.83,63.4,460,0.06,0.3,60,10600,1.43,19.8,0.0005,272,340,0.08,5.27,1.111,5.1,0.002,1.382,118,0.005,2.6,0.14,213,296200,63.39,6.318,3.8,0.028,12,871,4610,0.77,46.5,3.5,47.4
626,825331,7600000,180,"RUS","SW",26,20,"RIDGE",0.048,10700,61300,13.13,0.39,0.453,4,23.7,0.11,0.014,0.001,790,19800,2.78,0.032,0.002621,4.1,41.6,7.5,0.67,0.0005,22200,35000,5.01,0.07,760,11900,1.44,14.8,4.7,6.19,2210,8300,1.38,52.5,540,0.07,0.3,80,23100,3.12,13.5,0.0005,340,300,0.07,2.72,0.384,5.1,0.002,0.76,134,0.005,1.6,0.113,464,309000,66.13,5.306,5.6,0.011,12,979,2630,0.44,54.6,2.8,16.2
627,401820,7530000,232,"FIN","SE",18,51,"PLAIN",0.025,15500,60700,13,4.98,1.115,1.5,22.3,0.3,0.03,0.001,2540,23100,3.24,0.046,0.003747,8.5,28.1,10.9,0.76,0.0005,24700,42800,6.13,0.03,250,14600,1.76,7.7,7.1,5.32,3370,11200,1.86,274,690,0.09,0.3,220,23200,3.13,11.5,0.0005,512,480,0.11,2.56,0.611,5.4,0.002,1.22,129,0.024,4,0.152,155,299600,64.12,9.588,7.7,0.01,5,1150,4610,0.77,56.5,4.2,26
628,614500,7570000,130,"RUS","S",25,32,"RIDGE",0.025,18100,76100,16.29,0.5,0.708,1.5,25.8,0.14,0.012,0.001,610,20000,2.8,0.041,0.003919,4.1,41.9,4.4,0.54,0.0005,14300,84200,12.04,0.03,270,8300,1,12.6,3.4,4.67,1590,30600,5.09,43.5,1080,0.14,0.3,90,8200,1.11,17.2,0.0005,184,260,0.06,2.89,1.254,5.7,0.002,2.331,125,0.005,3.1,0.063,185,259100,55.45,8.407,3,0.007,10,564,8990,1.5,32.3,3.2,27.4
631,476540,7570000,280,"FIN","NE",20,1,"FLAT",0.033,27600,59500,12.73,1.83,0.821,1.5,63.2,0.3,0.032,0.001,2640,38700,5.42,0.034,0.002171,14.8,196,52.7,0.72,0.0005,37300,81900,11.72,0.03,2480,10500,1.27,6.8,11.8,7.99,10600,36900,6.13,150,1000,0.13,0.2,280,17400,2.35,93.5,0.0005,521,560,0.13,2.17,2.31,5.2,0.002,5.154,141,0.015,4.1,0.132,94,235000,50.29,8.879,5,0.017,5,1690,5870,0.98,70.7,4.3,34.4
633,484107,7420000,260,"FIN","N",21,1,"PLAIN",0.015,15200,61600,13.18,1.13,0.444,1.5,26,0.46,0.027,0.001,1100,15500,2.18,0.036,0.004348,4.8,28,5,0.82,0.0005,22200,31500,4.51,0.03,500,20900,2.52,13.7,6.6,6.81,2150,6800,1.13,92.3,300,0.04,0.1,110,22100,2.98,9.1,0.005181,595,610,0.14,5.51,0.843,5.3,0.002,3.762,146,0.017,3,0.152,145,303700,64.98,6.696,4.8,0.009,10,1190,3710,0.62,41.3,4.2,18.4
634,634681,7450000,280,"RUS","NW",21,1,"PLAIN",0.049,18300,61900,13.25,0.91,0.057,1.5,18.7,0.21,0.035,0.001,550,15100,2.12,0.03,0.00415,2.5,19.2,2.6,0.59,0.0005,10700,21600,3.1,0.03,370,12100,1.46,5.7,4.5,9,1160,5100,0.85,91.9,300,0.04,0.1,60,20400,2.75,6.3,0.002141,737,740,0.17,3.1,0.714,5.2,0.002,3.018,116,0.005,1.2,0.144,171,314500,67.3,5.834,3.3,0.005,1.5,485,2150,0.36,22.3,1.1,17.4
635,698130,7480000,200,"RUS","NW",28,1,"RIDGE",0.026,21300,66000,14.14,1.03,0.508,1.5,33.6,0.27,0.067,0.001,1100,26400,3.7,0.028,0.004775,6.2,41.4,14.7,0.73,0.0005,19100,39000,5.59,0.03,950,9000,1.09,4.1,13.4,6.48,2830,13000,2.16,95.9,540,0.07,0.2,100,20600,2.79,23.1,0.0005,386,390,0.09,2.67,0.825,5.2,0.002,3.069,160,0.012,2.4,0.125,160,298900,63.95,12.811,2.9,0.013,4,967,2450,0.41,36.6,1.7,27.9
636,498801,7540000,310,"FIN","W",20,7,"FLAT",0.04,17300,57700,12.35,4.06,0.524,1.5,17.4,0.3,0.049,0.001,1010,18500,2.6,0.038,0.004571,10.4,80.4,17.6,0.6,0.0005,28800,47500,6.8,0.03,340,13000,1.57,6.6,3.3,6,1810,12800,2.13,181,610,0.08,0.4,110,18900,2.55,20.6,0.0005,427,430,0.1,3.97,1.049,5.6,0.002,3.046,153,0.046,3.2,0.231,159,302900,64.82,11.692,3.8,0.017,6,985,4790,0.8,59.3,3.3,24.6
637,759403,7670000,60,"RUS","E",53,4,"SLOPE",0.006,7490,70000,14.98,0.63,0.188,1.5,42.2,0.08,0.021,0.001,1140,24400,3.42,0.012,0.003624,4.9,13.4,11.1,0.4,0.0005,12900,22400,3.21,0.03,1680,6600,0.8,8.5,7.6,2.76,2390,4800,0.81,90.7,300,0.04,0.2,80,32400,4.38,8,0.001074,386,390,0.09,1.22,0.31,5.7,0.002,0.879,59,0.005,1.2,0.077,161,317900,68.03,4.351,3.4,0.004,5,605,2030,0.34,26.1,1.7,17.3
638,638087,7570000,310,"RUS","NE",19,1,"RIDGE",0.023,16000,64300,13.76,0.64,0.781,1.5,22.2,0.21,0.015,0.001,1290,21200,2.98,0.039,0.004685,4.2,68.9,5.2,0.72,0.0005,18800,44800,6.41,0.03,270,8900,1.08,7.7,4.3,7.09,2390,15800,2.63,76.1,540,0.07,0.2,140,19900,2.69,18.7,0.001088,507,480,0.11,2.98,0.865,5.4,0.002,2.022,123,0.005,2.2,0.102,181,288700,61.77,6.211,5,0.008,4,754,3410,0.57,37,2.7,16.3
639,773463,7560000,210,"RUS","W",16,20,"RIDGE",0.011,20700,70100,15.01,0.72,9.472,1.5,38.6,0.36,0.059,0.001,1250,22200,3.12,0.028,0.001,4.9,32.9,9.2,0.69,0.0005,19600,36200,5.18,0.03,790,12200,1.48,7.1,11.1,6.36,2450,8800,1.47,82.2,540,0.07,0.1,180,23400,3.16,16.7,0.0005,527,520,0.12,2.7,1.12,5.3,0.002,2.69,153,0.005,2.2,0.141,153,296500,63.44,13.583,17.2,0.012,6,1020,3290,0.55,41,2.3,24.8
640,603600,7670000,180,"RUS","FLAT",18,22,"PLAIN",0.023,19800,68900,14.76,0.84,1.38,1.5,20.5,0.2,0.018,0.001,1410,21400,3,0.035,0.00233,3.7,22.3,8.1,0.57,0.0005,18000,40900,5.86,0.03,280,9600,1.16,9.9,3.5,6.58,2010,10700,1.79,111,610,0.08,0.1,190,19000,2.57,7.6,0.0005,365,340,0.08,2.95,0.961,5.9,0.002,2.976,162,0.005,3.4,0.146,177,297800,63.72,10.713,5.6,0.005,5,710,3110,0.52,36.1,3.6,18.9
642,444423,7570000,310,"FIN","SW",27,1,"PLAIN",0.06,25500,65600,14.04,4.59,1.386,1.5,26.4,0.33,0.04,0.001,1140,21900,3.07,0.063,0.007997,5.8,35.2,17.5,0.97,0.0005,23600,39000,5.59,0.03,510,12200,1.47,4.7,8.3,14.1,2820,11600,1.93,125,540,0.07,0.3,110,19000,2.57,17.5,0.0005,305,390,0.09,7.94,0.728,5.1,0.002,2.452,248,0.02,2.9,0.244,142,265300,56.78,6.723,5.6,0.01,5,981,3230,0.54,45.2,2.7,26.6
643,634063,7470000,300,"RUS","FLAT",16,1,"PLAIN",0.097,39900,72400,15.51,1.72,0.543,1.5,36.3,0.44,0.09,0.001,770,14800,2.08,0.043,0.008379,6,54.6,10.8,0.77,0.0005,27200,29800,4.27,0.13,810,11100,1.34,6.9,15.8,12,3750,6900,1.15,98.8,300,0.04,0.1,100,20600,2.78,19.6,0.0005,489,390,0.09,5.65,1.263,5.2,0.002,2.724,347,0.024,3.6,0.292,126,281900,60.32,7.726,5.4,0.009,7,1170,2450,0.41,48.2,2.1,27.9
646,639808,7540000,130,"RUS","FLAT",18,1,"PLAIN",0.012,9640,59600,12.76,0.24,3.762,1.5,11.2,0.1,0.035,0.001,1000,19200,2.69,0.019,0.003835,1.5,23.5,1.9,0.87,0.0005,7930,20700,2.96,0.03,230,12100,1.46,5.8,4,6.42,940,7200,1.21,36.3,300,0.04,0.1,90,24700,3.34,5.9,0.01724,280,340,0.08,2.12,0.596,5.5,0.002,1.717,110,0.005,0.9,0.07,156,312300,66.82,7.059,6.2,0.0015,1.5,422,2210,0.37,18.5,1.8,7.9
648,677411,7450000,270,"RUS","FLAT",35,1,"RIDGE",0.035,21000,67700,14.49,0.62,0.343,1.5,27.3,0.19,0.018,0.001,1110,28000,3.93,0.031,0.003623,9.2,108,9.5,0.58,0.0005,21200,42400,6.07,0.03,580,6600,0.8,2.7,9.6,5.88,4650,29600,4.91,225,690,0.09,0.1,150,24000,3.24,49.1,0.001234,497,520,0.12,2.48,1.156,5.2,0.002,3.328,215,0.005,2,0.112,162,279600,59.83,13.219,4.7,0.005,4,963,2390,0.4,32.8,1,36.5
649,494102,7700000,280,"FIN","S",16,32,"PLAIN",0.04,17800,68900,14.76,0.58,0.845,1.5,58.1,0.22,0.012,0.001,1280,16700,2.34,0.028,0.003161,6,37.6,14.7,0.57,0.0005,19400,50800,7.27,0.08,1160,14700,1.78,10.9,5.2,5.88,4200,16400,2.73,74.2,540,0.07,0.3,160,14900,2.01,22.8,0.0005,243,300,0.07,2.49,0.887,5.4,0.002,2.025,132,0.005,3.3,0.21,105,294600,63.05,7.014,6.2,0.012,6,822,4430,0.74,41.6,4,24.1
650,451700,7810000,70,"NOR","FLAT",30,10,"LOWMO",0.015,30000,45800,9.81,2.52,0.586,1.5,24.7,0.53,0.049,0.001,1120,8500,1.2,0.047,0.005777,9.4,61,6.9,1.05,0.0005,34800,42500,6.09,0.03,650,8600,1.04,8.9,13.4,10.63,2290,8900,1.48,297,540,0.07,0.1,140,5900,0.8,19.3,0.0005,296,260,0.06,8.46,1.521,5.2,0.002,3.021,220,0.021,4.5,0.336,157,313500,67.08,7.8,5.9,0.013,8,463,2930,0.49,48.1,6.1,34.6
651,428129,7590000,340,"FIN","S",13,51,"FLAT",0.08,26200,64600,13.83,1.72,0.434,1.5,34.7,0.29,0.043,0.001,1880,30300,4.24,0.055,0.004586,10.3,40.6,30.7,0.86,0.0005,33700,69100,9.88,0.03,530,9500,1.15,5.5,8.4,8.91,4250,18900,3.14,224,920,0.12,0.2,210,18500,2.5,22.1,0.0005,535,650,0.15,3.31,0.986,5.2,0.002,3.508,204,0.024,4.1,0.193,112,260200,55.67,10.222,6.5,0.011,6,1300,6710,1.12,80.2,3.1,40.1
652,465051,7770000,500,"NOR","FLAT",16,10,"RIDGE",0.009,11800,55800,11.94,1.19,2.369,1.5,26.4,0.24,0.051,0.001,440,4200,0.59,0.016,0.003031,4.3,21,12.2,0.78,0.0005,21600,43200,6.18,0.03,680,19300,2.33,11.9,11.4,7.91,2940,11000,1.84,82.5,380,0.05,0.5,50,7700,1.05,12,0.003165,438,430,0.1,7.08,1,5,0.002,1.795,254,0.018,1.2,0.359,131,306800,65.66,4.989,4.2,0.025,4,130,3410,0.57,19.7,4.2,14.2
653,587750,7690000,95,"NOR","E",17,51,"RIDGE",0.006,9590,64000,13.71,0.52,0.545,1.5,8.1,0.13,0.095,0.001,860,21000,2.94,0.011,0.008428,2.4,11.6,6.7,0.61,0.0005,10300,24500,3.51,0.03,340,10800,1.31,3.1,5.6,3.53,1510,6900,1.16,58.4,300,0.04,0.1,90,26900,3.63,5.2,0.0005,161,170,0.04,2.35,0.468,5,0.002,1.412,103,0.005,1.1,0.1,212,323000,69.12,11.308,2.9,0.011,3,589,1910,0.32,19.8,1,11.5
654,423243,7720000,340,"NOR","FLAT",26,1,"FLAT",0.0005,10900,40500,8.67,0.17,0.508,1.5,18.8,0.17,0.014,0.001,670,7000,0.99,0.009,0.004136,3.6,44.9,2.6,0.51,0.0005,13100,20100,2.88,0.03,630,17000,2.05,4.7,5.2,3.66,3570,7400,1.23,43.6,150,0.02,0.1,60,12900,1.74,15.2,0.0005,179,170,0.04,1.58,0.78,5.4,0.002,1.302,93,0.005,1.6,0.156,247,367600,78.66,6.522,3.2,0.005,4,544,1670,0.28,23.9,1.8,6.1
655,425231,7610000,340,"FIN","E",21,51,"FLAT",0.017,19000,58700,12.57,0.87,1.199,1.5,20.4,0.19,0.048,0.001,1950,23900,3.35,0.027,0.004306,7.6,74.9,17.7,0.75,0.0005,27700,45800,6.56,0.03,340,10200,1.23,6.5,5.3,7.09,4020,16200,2.7,106,540,0.07,0.1,180,21800,2.95,25.7,0.0005,204,300,0.07,3.28,1.482,5.1,0.002,2.902,137,0.005,3.6,0.211,84,292900,62.68,9.679,8.8,0.01,4,1260,5030,0.84,77.4,2.5,22.2
656,667889,7620000,100,"RUS","FLAT",13,22,"RIDGE",0.008,17100,72100,15.43,0.48,0.635,1.5,40.1,0.25,0.013,0.001,1440,24900,3.49,0.027,0.003257,7.2,33.7,11.3,0.52,0.0005,23700,59700,8.54,0.03,350,9700,1.17,10.2,5.9,4.33,2800,17800,2.96,125,770,0.1,0.4,210,18600,2.51,21,0.0005,855,780,0.18,2.5,0.737,5.4,0.002,1.706,102,0.005,2.7,0.103,185,284400,60.85,7.861,6.9,0.011,5,885,5150,0.86,53.9,3.3,37.7
657,601100,7690000,60,"RUS","N",36,51,"RIDGE",0.005,13000,66300,14.19,0.53,0.683,1.5,14.8,0.16,0.02,0.001,1590,25800,3.61,0.033,0.001,5.4,12.2,4.4,0.45,0.0005,10700,32300,4.63,0.03,100,8000,0.97,3.7,2.9,5.13,1320,9400,1.56,389,850,0.11,0.3,120,24400,3.29,3.6,0.0005,382,340,0.08,1.94,1.022,5.4,0.002,1.758,86,0.005,2,0.066,222,301200,64.46,6.575,6.1,0.0015,1.5,394,2150,0.36,29.9,1.8,14.4
