"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ac_228","As","Au","Ba","Bi_214","Br","Ca","Ce","Co","Cr","Cs","Cs_137","EC","Eu","Fe","Hf","Hg","K_40","La","LOI","Lu","Mo","Na","Nd","Ni","pH","Rb","Sb","Sc","Sm","Sr","Tb","Th","U","W","Yb","Zn"
386,693438,7430000,140,"RUS","S",57,1,29.4,0.25,0.001,520,10.9,2.8,5000,15,5,78,0.5,23.2,20.2,0.5,12600,4,0.5,319.7,6.9,19.1,0.09,0.5,22000,2.5,10,4.9,51,0.4,4.9,1.1,250,0.25,1,0.25,0.5,0.5,25
387,643621,7590000,140,"RUS","SW",39,32,3.8,0.25,0.001,380,2.2,5.4,5000,23,10,97,0.5,75.7,48.4,0.6,31300,3,0.5,235.1,11,37,0.35,7,19500,6,10,4.4,7.5,0.05,12,2.2,250,0.25,1.9,0.25,0.5,2.2,25
388,661908,7530000,180,"RUS","NE",30,1,1.2,0.25,0.004,270,2,3.9,5000,3,2,23,0.5,30.3,28.1,0.1,3700,2,0.5,180.8,1.5,33.9,0.025,0.5,14400,2.5,10,4.2,30,0.05,1.7,0.3,250,0.25,0.1,0.25,0.5,0.3,25
391,606107,7470000,310,"FIN","NE",31,1,10.8,0.7,0.001,340,6,2.2,20000,23,4,93,1,26.5,19.8,0.5,11200,7,0.5,250.6,13,10.4,0.14,0.5,22400,9,10,4.3,47,0.1,4.6,1.7,250,0.25,3.9,0.9,0.5,0.8,25
392,749081,7710000,110,"RUS","NW",55,4,10,0.25,0.001,550,4.2,50,5000,13,3,35,0.5,52.1,17.7,0.6,11100,3,0.5,265.9,9.9,24.2,0.025,0.5,21300,2.5,10,4.6,7.5,0.05,4.1,1.2,250,0.25,2.4,0.25,0.5,0.1,25
393,442462,7760000,380,"NOR","FLAT",49,31,6.3,0.25,0.001,260,5.2,7.6,30000,12,12,180,0.5,56.9,27.8,0.5,29500,4,0.5,173.4,6.1,22.4,0.17,0.5,18900,5,10,4.3,7.5,0.05,12,1.3,250,0.25,1.2,0.25,0.5,1,25
394,833075,7690000,220,"RUS","FLAT",58,4,13.2,0.25,0.008,300,5.7,37,5000,11,2,8,0.5,53.9,16.6,0.1,6000,3,0.5,411.4,6.9,28,0.025,0.5,19400,2.5,10,4.5,7.5,0.05,1.7,0.6,250,0.25,1.8,0.25,0.5,0.1,25
396,493653,7680000,260,"FIN","NW",36,31,29.4,1.2,0.012,490,6.2,5.4,5000,45,7,71,0.5,33.8,21.8,1,28500,6,0.5,294.4,24,23.8,0.32,0.5,11900,21,10,4.4,38,0.05,11,2.8,250,0.9,5.9,1.6,0.5,2.3,25
397,850935,7560000,170,"RUS","FLAT",55,20,0.4,0.25,0.005,25,8.8,5.4,5000,63,4,19,0.5,91.4,55.6,0.6,11200,7,0.5,438.3,30,53.6,0.19,12,16200,15,10,4.1,7.5,0.05,2,2.1,250,0.25,3.3,0.25,0.5,0.9,25
398,517343,7530000,255,"FIN","NW",41,51,6.6,0.25,0.014,390,5.2,4.3,5000,9,3,51,0.5,30.5,43.2,0.1,7100,3,0.5,203.4,4.5,32.4,0.025,0.5,12500,2.5,10,4.6,40,0.05,2.9,0.6,250,0.25,1,0.25,0.5,0.1,25
399,584700,7650000,150,"RUS","FLAT",35,20,33,0.25,0.009,300,11.7,5.9,5000,35,6,55,0.5,25,17.4,0.7,23400,7,0.5,361.3,18,23,0.24,0.5,14100,11,10,4.5,34,0.05,7.8,2.3,250,0.7,6.5,1.8,0.5,1.4,25
400,551629,7710000,180,"FIN","SE",40,20,17.6,0.25,0.001,520,9,4.7,5000,22,5,26,0.5,15.9,11.4,0.5,16600,9,0.5,451.9,12,8.44,0.19,0.5,20000,11,150,4.6,55,0.05,6.1,1.4,250,0.25,6,2.1,0.5,1,25
401,791454,7640000,220,"RUS","SW",27,4,18.5,0.25,0.001,340,4.9,5.9,20000,28,4,48,0.5,33,14.9,0.5,11700,5,0.5,227.5,14,18.9,0.13,0.5,22900,2.5,10,4.5,7.5,0.05,4.7,1.6,250,0.25,3.6,0.25,0.5,0.9,25
402,491304,7580000,,,,,,12.4,0.25,0.001,670,4.9,4.3,5000,33,10,86,0.5,17,18.1,0.8,35700,5,0.5,304.7,19,11.1,0.25,0.5,13300,13,10,4.5,28,0.05,12,2.1,250,0.25,4.6,0.25,0.5,1.3,82
403,445800,7730000,,,,,,7,0.25,0.008,320,6.2,11,5000,12,12,170,0.5,36.4,23.5,0.3,29900,4,0.5,124.2,5.2,25.5,0.18,0.5,22200,2.5,10,4.4,7.5,0.05,13,1,250,0.25,2.1,1.2,0.5,1,25
406,514194,7480000,270,"FIN","NE",28,51,10.1,0.25,0.001,560,9.3,4.3,5000,18,6,180,0.5,31.6,22.9,0.4,13900,5,0.5,282.2,8.5,19.7,0.16,0.5,17600,2.5,10,4.5,33,0.3,8.1,1.2,600,0.25,3,0.9,0.5,1,25
407,735148,7540000,190,"RUS","SW",10,6,0.4,2.9,0.001,180,8.4,13,30000,11,11,48,0.5,115.7,40.4,0.4,14100,1,0.5,50.9,6.1,81.3,0.025,0.5,5300,2.5,10,4.4,7.5,0.4,4.4,0.8,250,0.25,1.4,1.4,0.5,0.1,25
408,482101,7850000,50,"NOR","SW",57,10,3,0.25,0.001,290,4.4,43,5000,8,2,15,0.5,67.1,34.2,0.1,4200,5,0.5,208.1,3.7,49,0.1,0.5,10000,2.5,10,4.4,28,0.2,3.3,0.7,250,0.25,0.9,0.25,0.5,0.8,25
409,406188,7600000,355,"FIN","NE",37,1,19.4,0.25,0.001,550,15.1,3.5,20000,21,6,89,1,17.2,11.7,0.5,18400,7,0.5,608.4,12,10.6,0.2,0.5,23300,9,10,4.7,38,0.1,7,1.6,250,0.25,4.9,2,0.5,1,25
410,553128,7440000,280,"FIN","FLAT",33,51,9.5,1.5,0.001,220,5.6,2.7,5000,17,6,130,0.5,37.3,25.8,0.5,13300,5,0.5,221.7,8.7,15.7,0.21,0.5,17300,2.5,10,4.4,43,0.3,6.8,1.2,250,0.25,2.9,1,0.5,1.1,25
411,625776,7640000,230,"RUS","S",42,32,31.3,1,0.001,640,5,2.6,5000,42,6,45,1,29.3,18.6,0.9,25300,6,0.5,227.7,24,15,0.34,0.5,17000,15,10,4.5,7.5,0.05,10,2.4,250,0.7,5.5,0.25,0.5,2,25
412,592915,7790000,250,"NOR","S",37,9,17,2.6,0.001,410,6.1,8.6,5000,35,4,33,3,39.1,39.1,0.4,17400,5,0.5,312.1,20,35.4,0.24,0.5,7700,10,10,4.2,53,0.3,4.7,1.9,250,0.25,5.7,1.2,0.5,1.6,25
413,616800,7820000,30,"NOR","FLAT",82,9,8.9,1.5,0.001,25,3.5,46,10000,14,2,13,0.5,67.9,42,0.1,6000,3,0.5,168.9,7.6,66,0.15,0.5,2200,2.5,10,4.3,7.5,0.4,2.3,1.1,250,0.25,1.9,0.25,0.5,0.9,25
414,640450,7680000,140,"RUS","FLAT",56,51,13.1,2.6,0.001,380,6.5,3.1,10000,18,8,40,0.5,51.9,17.9,0.6,24600,3,0.5,244.3,9.5,12,0.17,0.5,19100,7,10,4.7,7.5,0.05,6.9,1.2,250,0.25,2.6,0.25,0.5,1,25
415,753970,7530000,170,"RUS","SE",35,52,6.9,3.1,0.006,320,0.1,10,5000,22,23,50,0.5,61.3,42.8,0.5,13900,3,0.5,68.7,14,70.5,0.13,0.5,7900,2.5,330,4.5,7.5,0.7,4.8,1.8,250,0.25,1.8,1.2,0.5,0.9,25
416,673124,7680000,260,"RUS","N",37,21,14.5,0.25,0.005,420,7.5,5.7,5000,30,6,43,0.5,54.2,31.1,0.8,19400,6,0.5,280.1,17,31.1,0.23,0.5,17400,15,10,4.3,42,0.05,9,2.6,250,0.25,4,0.25,0.5,1.3,25
417,663618,7500000,180,"RUS","NW",30,1,3.2,0.25,0.001,310,12.5,1.5,10000,4,3,36,0.5,43.4,18.1,0.3,8500,3,0.5,622,2.4,10.2,0.11,0.5,22800,2.5,10,4.4,35,0.05,3.2,0.4,250,0.25,0.9,0.25,0.5,0.5,58
418,562025,7540000,260,"FIN","NE",75,1,29.2,0.25,0.001,450,6.6,2.9,5000,28,6,80,0.5,33.4,12.8,0.5,24100,5,0.5,356.8,15,8.06,0.35,0.5,8200,10,10,4.6,28,0.1,10,2.2,250,0.6,5.9,0.25,0.5,2.3,63
421,399891,7520000,215,"FIN","NE",35,51,9.5,0.25,0.001,350,6.5,3.3,10000,8,4,25,0.5,28.4,44.3,0.2,14000,3,0.5,236.2,4.3,35,0.13,0.5,9000,2.5,10,4.1,33,0.3,4.9,0.7,250,0.25,2.9,1.3,0.5,0.9,69
422,575100,7640000,220,"RUS","SW",39,32,38.5,0.25,0.001,420,9.4,3.6,5000,46,5,51,0.5,16.5,11.5,0.8,25100,6,0.5,319.4,25,7.31,0.27,0.5,10700,20,10,4.4,24,0.05,9.8,2.9,250,0.25,6.9,1.1,0.5,1.9,25
423,406350,7650000,360,"NOR","E",50,1,31.2,0.25,0.001,360,11.7,3.3,20000,20,4,50,1,31.8,10.6,0.4,15400,5,0.5,493.6,12,7.83,0.14,2,19700,7,10,4.7,50,0.05,5.6,1.2,250,0.25,6.4,1.4,0.5,0.7,25
424,701633,7670000,180,"RUS","E",40,21,72.6,0.25,0.001,700,19.8,12,5000,44,4,43,0.5,121,35.7,0.9,10600,6,0.5,1054.2,22,34.5,0.16,8,17800,19,10,4.4,26,0.05,5.6,2.5,250,0.25,6.7,0.8,0.5,1.2,62
425,646549,7440000,160,"RUS","FLAT",50,1,2.4,0.6,0.001,440,1.8,1.6,10000,7,3,50,0.5,12.9,10.8,0.4,6700,3,0.5,286.1,3.3,8.87,0.06,0.5,22300,2.5,82,4.6,18,0.05,3.1,0.5,250,0.25,0.7,0.25,0.5,0.6,25
426,786477,7570000,,,,,,11.2,0.8,0.003,360,4.1,2.7,20000,12,4,54,0.5,20.5,12.6,0.3,11400,3,0.5,5,6.7,6.58,0.1,0.5,23600,6,10,4.6,29,0.05,4.7,0.9,250,0.25,2.2,0.25,0.5,0.6,25
427,795826,7590000,250,"RUS","NW",40,20,16.8,0.25,0.001,440,4.2,8.5,20000,33,6,43,0.5,44,34.2,0.3,16400,3,0.5,179.4,16,33.5,0.13,0.5,18300,11,10,4.3,7.5,0.05,6.5,1.7,250,0.25,4.3,0.25,0.5,0.8,71
428,781927,7610000,280,"RUS","W",60,20,11.5,0.25,0.001,390,3.9,5,20000,27,4,36,0.5,28.7,13.9,0.4,10400,5,0.5,145.5,14,37,0.12,0.5,17200,11,90,4.8,7.5,0.05,4.3,1.4,250,0.25,4,0.25,0.5,0.6,25
429,685992,7660000,160,"RUS","W",33,7,14.7,1.1,0.001,420,7.1,11,5000,27,4,26,0.5,51.5,61.5,0.4,8100,6,0.5,86,14,60.3,0.09,0.5,6800,13,10,4,7.5,0.05,2.7,1.4,250,0.25,3.2,0.25,0.5,0.6,25
430,727133,7550000,440,"RUS","SW",50,6,5.8,0.25,0.003,300,4.7,5.9,20000,12,6,61,0.5,90.1,27.7,0.5,17600,4,0.5,276.8,5.5,32.1,0.16,0.5,17400,2.5,10,4.5,7.5,0.3,5.9,1.1,250,0.25,1.4,0.25,0.5,0.9,25
431,649813,7490000,,,,,,8.2,0.25,0.001,320,6.4,2.4,5000,13,3,59,0.5,16.2,14.7,0.3,8600,4,0.5,182.6,7,10.1,0.11,0.5,20100,6,10,4.4,7.5,0.05,4,0.9,250,0.25,2.2,0.25,0.5,0.7,25
432,765916,7400000,20,"RUS","N",40,1,3.7,0.25,0.001,230,6.4,6,20000,11,6,87,0.5,96.5,43.2,0.1,15000,3,0.5,182.9,4.5,49.8,0.14,0.5,15500,2.5,10,4.1,7.5,0.2,7.1,1,250,0.25,1,0.25,0.5,0.9,63
436,469463,7480000,230,"FIN","FLAT",42,51,15.1,1.2,0.001,520,6.1,3.4,5000,13,3,48,0.5,52.6,36.1,0.3,12700,5,0.5,413.2,6.2,31.4,0.12,0.5,9900,5,10,4.1,53,0.3,5.5,0.8,250,0.25,2.4,1.1,0.5,0.9,25
437,633082,7490000,280,"RUS","FLAT",51,1,7.1,1.8,0.001,270,6.6,3.7,5000,15,6,200,0.5,13,13.1,0.4,16400,4,0.5,175,7.8,9.9,0.14,0.5,20400,6,10,4.6,33,0.05,5.8,1.1,250,0.25,2.5,1.2,0.5,0.8,58
438,424531,7540000,215,"FIN","W",52,51,4.3,2,0.001,390,3.3,3.2,5000,6,2,16,0.5,21.6,37.9,0.2,4300,2,0.5,326.2,3.1,23.8,0.08,0.5,10500,2.5,10,4.1,40,0.7,3.1,0.6,250,0.25,1.3,0.25,0.5,0.6,25
439,393963,7470000,245,"FIN","NE",45,1,12.7,1.2,0.001,910,9.2,0.25,10000,11,3,37,0.5,26.1,20.2,0.4,12500,6,0.5,665.6,5.7,12.2,0.11,1,22900,6,10,4.4,46,0.2,4.4,0.9,250,0.25,3.4,0.25,0.5,0.7,25
440,777229,7530000,340,"RUS","NE",28,82,36.1,1.6,0.007,1100,15.9,23,10000,94,5,12,0.5,64.4,20.9,1.4,33100,11,0.5,966.2,45,41.6,0.21,0.5,17700,31,10,4.6,110,0.4,2,4.4,250,0.25,8.4,1.8,0.5,1.4,114
441,677588,7480000,240,"RUS","S",35,1,9,0.25,0.001,320,7.1,2.9,30000,13,7,110,0.5,27.3,10.4,0.4,20700,4,0.5,300.6,6.1,10.9,0.11,0.5,22100,2.5,10,4.6,35,0.05,7.1,1,250,0.25,1.6,0.25,0.5,0.7,25
442,617852,7510000,365,"FIN","W",46,1,9.2,0.25,0.001,570,7.2,1.8,20000,11,2,56,0.5,44.1,16.2,0.3,8900,7,0.5,374,5.9,11.6,0.13,0.5,22900,2.5,10,4.4,33,0.2,4.5,0.9,250,0.25,2.1,1.4,0.5,0.7,25
443,541130,7760000,200,"NOR","E",36,20,7.4,0.25,0.001,540,7.2,3.8,30000,29,7,62,0.5,21.8,16.7,1.2,24500,6,0.5,215.5,13,8.87,0.26,0.5,27800,15,10,4.7,23,0.2,14,3.3,900,0.25,2.2,1.2,0.5,1.8,64
444,850684,7540000,190,"RUS","E",30,20,62.1,0.25,0.001,410,11.9,8.2,5000,320,4,81,0.5,48.7,20.4,3,31800,27,0.5,727.1,160,20.2,0.45,3,32100,93,10,4.5,110,0.2,4.8,10,250,0.25,20,3.1,0.5,3.1,72
445,798791,7470000,80,"RUS","FLAT",60,1,3.8,0.7,0.003,420,5.3,2.2,5000,8,2,29,0.5,29.4,15.8,0.2,5900,4,0.5,381.7,3.1,14.5,0.1,4,21900,2.5,10,4.4,40,0.05,2.5,0.5,250,0.25,0.8,0.25,0.5,0.6,25
447,726451,7740000,150,"RUS","FLAT",46,9,24.1,1.1,0.002,310,4.5,4.3,20000,30,7,93,0.5,26.2,12.5,0.6,22800,6,0.5,263.4,16,8.08,0.16,0.5,28400,14,10,4.7,27,0.05,7.7,2.1,250,0.25,3.7,0.25,0.5,1,25
448,611379,7810000,180,"NOR","FLAT",52,9,17.5,2,0.001,150,9.9,9.2,5000,30,2,23,2,29.9,18,0.5,11600,5,0.5,326.3,16,15.1,0.23,0.5,4100,13,10,4.4,36,0.3,4.1,1.9,250,0.25,4.5,1.1,0.5,1.4,25
452,560450,7760000,260,"NOR","S",43,20,10,0.25,0.001,320,5.2,4.4,20000,14,7,45,0.5,21.8,7.6,0.5,24400,5,0.5,387.3,7.3,4.16,0.26,0.5,19000,5,10,4.8,37,0.05,10,1.3,250,0.25,2.4,0.25,0.5,1.7,25
453,675508,7590000,130,"RUS","S",52,6,11.1,0.25,0.001,430,0.2,2.6,40000,27,17,160,0.5,22.4,8.9,0.9,54500,5,0.5,243.8,14,9.03,0.4,0.5,17900,11,10,4.8,7.5,0.05,20,2.7,250,0.25,2.9,0.8,0.5,2.7,73
454,540620,7860000,120,"NOR","S",30,10,17.5,0.25,0.001,490,20.6,21,5000,7,1,44,3,82.9,26.3,0.3,8900,9,0.5,569.8,3.5,22.3,0.39,0.5,13000,2.5,10,4.9,73,0.2,9,0.8,250,0.5,4.7,2.1,0.5,2.3,56
455,401650,7690000,380,"NOR","FLAT",40,1,7.3,0.25,0.005,340,4.2,4.3,10000,8,5,60,0.5,45.9,27.9,0.3,11700,5,0.5,276,4.4,36.9,0.09,0.5,19200,2.5,10,4.3,34,0.05,6.8,0.6,500,0.25,1.4,0.6,0.5,0.5,25
456,700690,7610000,150,"RUS","SW",55,22,48.4,0.25,0.001,280,10.9,4.4,5000,42,8,110,0.5,25.5,23.3,0.6,39900,5,0.5,273.9,21,13,0.58,0.5,3600,19,10,4.3,30,0.05,15,3.7,250,0.9,10,0.25,0.5,3.6,106
457,421257,7400000,235,"FIN","S",42,7,9.6,1.1,0.001,710,6.8,2.1,5000,9,1,16,0.5,19.8,24.8,0.4,7900,5,0.5,506.8,6.9,14.9,0.11,0.5,15900,2.5,10,4.2,66,0.2,2,0.6,250,0.25,2.4,0.8,0.5,0.5,25
459,695676,7600000,200,"FIN","NE",51,51,3.4,0.25,0.001,420,3.3,2,30000,12,16,230,0.5,17.2,11.7,0.5,39200,4,0.5,268.5,5.7,9.35,0.3,0.5,19800,5,10,4.5,22,0.05,14,1.4,250,0.25,0.7,0.25,0.5,1.9,80
460,829416,7490000,200,"RUS","W",38,52,6.1,0.25,0.003,400,5.8,3.4,20000,16,6,83,0.5,29.4,14.8,0.5,16200,4,0.5,350.1,7.6,15.9,0.12,0.5,23900,5,10,4.4,42,0.05,5.8,1.1,250,0.25,1.3,0.25,0.5,0.8,25
462,552179,7650000,150,"FIN","NE",50,20,31.9,0.25,0.001,560,8,2.6,20000,57,7,76,0.5,26.9,21.9,1,28800,8,0.5,291.6,32,16.3,0.35,0.5,14500,22,10,4.3,35,0.2,11,3.7,250,0.25,9.9,1.3,0.5,2.1,62
463,486406,7450000,245,"FIN","N",48,51,9.1,1,0.001,660,6.5,0.25,5000,12,4,44,0.5,28.7,28.5,0.6,11900,5,0.5,311.2,7,25,0.17,7,16900,7,10,4.3,65,0.3,4.1,0.9,250,0.25,3.1,2.1,0.5,1,25
466,834260,7530000,190,"RUS","S",50,20,34.7,0.25,0.006,580,15.9,3.1,5000,130,5,120,2,51.1,20.5,1.2,22000,10,0.5,586.9,68,28.3,0.24,0.5,27400,36,10,4.6,52,0.05,6.2,4.3,250,0.25,8.3,0.25,0.5,1.3,25
467,648300,7810000,100,"NOR","SE",50,9,5.6,0.25,0.006,250,0.1,160,5000,11,5,2.5,3,106.3,36.9,0.1,3800,0.5,0.5,5,4,89.3,0.025,0.5,2000,2.5,10,4.4,7.5,0.4,1.3,0.6,250,0.25,0.1,0.25,0.5,0.1,25
469,385000,7650000,395,"NOR","W",33,1,11.5,0.25,0.001,540,8.5,0.25,5000,9,4,62,0.5,13.9,11.1,0.4,13300,3,0.5,454.7,6.2,8.11,0.08,0.5,22900,2.5,10,4.6,81,0.3,4.9,0.7,250,0.25,4.6,2.2,0.5,0.5,25
471,628463,7590000,170,"RUS","SE",43,32,10.3,0.25,0.001,670,4,0.25,20000,27,8,65,0.5,45.7,14.1,1.1,31400,5,0.5,442.1,17,7.9,0.31,0.5,12000,7,10,4.5,38,0.2,12,2,250,0.25,2.8,0.25,0.5,1.9,25
472,626200,7400000,260,"RUS","W",30,52,8.5,1.3,0.001,290,4.8,2.5,5000,22,10,91,2,51.1,22.8,0.6,20200,4,0.5,208.7,8.8,17.9,0.14,0.5,19100,9,10,4.7,7.5,0.05,7.8,1.4,250,0.25,2,0.25,0.5,0.9,25
474,759921,7610000,160,"RUS","FLAT",22,20,5.9,0.25,0.001,410,2,3.1,5000,11,5,75,0.5,16.3,13.9,0.3,15600,3,0.5,188.8,5.4,11.9,0.12,0.5,21500,2.5,10,4.6,7.5,0.05,5.4,0.9,250,0.25,1.5,0.25,0.5,0.8,25
475,767144,7630000,170,"RUS","W",45,20,11.8,0.25,0.003,310,6.8,11,10000,21,8,86,0.5,26.7,10.9,0.5,18500,4,0.5,262.9,11,18.3,0.15,0.5,21900,12,10,4.7,29,0.05,8.4,1.6,250,0.25,3.2,0.25,0.5,1,25
476,853360,7440000,120,"RUS","FLAT",35,1,5.5,0.25,0.001,350,8.9,3.6,20000,18,5,76,0.5,36.3,26.8,0.4,12300,5,0.5,311.6,9,23.2,0.13,0.5,18200,2.5,10,4.3,63,0.05,4.9,1,250,0.25,1.4,0.25,0.5,0.8,25
478,504166,7760000,270,"NOR","N",40,51,16.7,0.25,0.006,410,6.3,5.5,5000,34,7,77,0.5,35.9,13,0.7,27000,6,0.5,273,16,13.5,0.35,0.5,17900,12,10,4.6,7.5,0.05,12,2.4,250,0.25,4.1,0.25,0.5,2.1,125
481,433200,7780000,170,"NOR","NW",65,10,4.5,0.25,0.001,250,0.1,15,5000,9,3,16,0.5,121.1,86.7,0.1,3600,1,0.5,90.7,2.5,82.2,0.025,0.5,2600,2.5,10,4,23,0.05,1.8,0.4,250,0.25,1.1,0.25,0.5,0.3,25
482,686161,7520000,150,"RUS","W",35,1,1.9,1.1,0.001,430,0.7,2.9,5000,8,4,51,0.5,31.5,43.3,0.4,8300,4,0.5,177.5,3,36.2,0.08,0.5,18500,2.5,10,4.1,37,0.05,3.6,0.6,250,0.25,1,0.25,0.5,0.4,25
483,525640,7440000,175,"FIN","NW",47,51,10.5,0.25,0.001,180,7.3,3.7,5000,9,4,46,0.5,32.9,23,0.3,13800,3,0.5,307,4.6,14.8,0.08,0.5,17800,2.5,10,4.3,52,0.4,4.1,0.7,250,0.25,1.6,0.25,0.5,0.8,25
484,554728,7550000,280,"FIN","NW",49,1,23.6,1,0.001,580,9.7,3.6,5000,32,6,90,0.5,36.8,19.4,0.5,23700,7,0.5,459.3,16,13.7,0.33,0.5,10200,18,170,4.3,44,0.05,9.5,2.2,250,0.25,5.2,0.25,0.5,2,50
485,451140,7700000,180,"NOR","NW",52,1,8.8,0.25,0.001,360,5.9,5.5,5000,12,6,110,0.5,74.8,70.1,0.3,14700,5,0.5,269,6.6,31.2,0.18,0.5,13400,2.5,10,4,7.5,0.05,6.4,1.3,250,0.25,2.2,0.25,0.5,1.3,25
487,783213,7460000,70,"RUS","FLAT",30,32,2.7,0.25,0.002,150,2.2,6.4,5000,8,3,52,0.5,32.1,30.6,0.3,8500,3,0.5,164.6,4.1,49.6,0.11,0.5,12800,2.5,10,4.3,7.5,0.2,3.3,0.6,250,0.25,0.6,0.25,0.5,0.5,25
488,832165,7460000,150,"RUS","NW",45,51,5.1,0.25,0.004,240,3.7,5.4,5000,12,4,64,1,41.2,23.9,0.4,11300,5,0.5,241.2,6.7,24.1,0.09,0.5,21400,8,85,4.5,7.5,0.2,4.9,0.9,250,0.25,1.2,0.25,0.5,0.7,25
489,738791,7710000,40,"RUS","S",51,4,5.2,0.25,0.001,25,15.5,56,10000,4,2,7,0.5,57.7,24.8,0.1,2500,0.5,0.5,59.8,3.1,90.3,0.025,0.5,3300,2.5,10,4.6,7.5,0.2,1,0.4,250,0.25,1.2,0.25,0.5,0.3,25
490,574620,7710000,140,"FIN","N",43,7,12.6,0.25,0.001,450,18.5,2.9,5000,7,0.5,5,0.5,25.8,12.7,0.2,2800,2,0.5,1178.3,3.6,9.59,0.05,0.5,12400,2.5,10,4.5,170,0.1,0.9,0.3,250,0.25,2.6,1,0.5,0.3,25
491,451200,7880000,70,"NOR","N",56,10,8.3,1.9,0.001,200,9.6,66,5000,17,4,35,2,190,33.8,0.3,12400,4,0.5,136.5,8.5,59.6,0.22,0.5,4700,7,10,4.7,7.5,0.2,5.1,1.2,250,0.25,2.4,1.2,0.5,1.2,25
492,510466,7680000,175,"FIN","S",35,20,20.7,0.25,0.001,560,8.6,4.2,10000,43,6,100,1,29.4,25.9,0.9,23400,10,0.5,265,24,20.6,0.29,0.5,18500,19,10,4.3,45,0.2,10,3.1,250,0.25,6.7,1.4,0.5,1.5,71
493,837233,7660000,160,"RUS","NW",38,4,14.5,0.25,0.004,280,7.8,14,5000,21,2,17,0.5,34.7,20.2,0.4,6900,5,0.5,247.6,12,36.8,0.07,0.5,21700,11,10,4.6,7.5,0.05,2.6,1.2,250,0.25,3.6,0.25,0.5,0.5,25
496,783628,7700000,220,"RUS","FLAT",50,4,9.9,0.25,0.004,500,3.8,20,30000,22,5,38,0.5,30.8,16.5,0.6,15000,3,0.5,256.8,12,16.7,0.11,0.5,27200,7,10,4.6,22,0.05,4.7,1.3,1200,0.25,2.6,0.25,0.5,0.7,25
497,582756,7820000,240,"NOR","NE",27,9,31.5,2.6,0.001,190,17.8,18,5000,53,3,47,2,55.8,16.4,0.6,17400,11,0.5,459.7,28,16.7,0.41,0.5,6300,17,10,4.7,50,0.3,6.9,3,250,0.5,7.7,1.8,0.5,2.6,25
498,422319,7740000,330,"NOR","NE",23,1,5.9,0.8,0.001,360,6.4,5.4,20000,15,3,29,0.5,37.4,24.6,0.4,10900,5,0.5,258.6,7.4,21.6,0.1,0.5,20700,7,75,4.3,19,0.05,5.3,1.1,250,0.25,1.4,0.25,0.5,0.6,25
499,690785,7710000,100,"RUS","W",56,21,21,0.25,0.003,400,7.9,28,5000,33,2,28,0.5,29.9,18.6,0.5,8900,9,0.5,225.2,18,30.7,0.18,0.5,12800,12,10,4.5,29,0.05,4.2,2.1,250,0.25,6.8,0.25,0.5,1,25
500,630500,7730000,50,"NOR","SE",42,20,9.9,0.6,0.001,1100,9.3,10,5000,27,4,29,0.5,25.9,24.9,0.7,8300,4,0.5,345.4,15,22.6,0.08,0.5,30100,9,10,4.5,7.5,0.1,4,1.8,1000,0.25,2.6,0.25,0.5,0.4,25
501,741204,7610000,180,"RUS","SW",30,20,10,0.8,0.001,250,4.2,73,5000,14,3,22,1,78,35.6,0.3,9200,2,0.5,201.8,5.7,66.7,0.1,0.5,9200,2.5,10,4.3,37,0.3,3.2,0.8,250,0.25,3.1,0.25,0.5,0.5,80
502,742146,7640000,,,,,,7.8,0.25,0.001,510,7,2.9,20000,20,5,90,0.5,25.5,15.4,0.6,16000,8,0.5,224.7,11,11.2,0.14,0.5,27000,5,10,4.8,26,0.05,5.5,1.6,250,0.25,2.2,0.25,0.5,1,25
503,451620,7650000,,,,,,8.4,0.25,0.001,410,6.8,1.8,20000,10,13,220,0.5,11.8,10.1,0.5,29700,2,0.5,267.8,5.9,6.14,0.16,0.5,23100,2.5,10,4.8,45,0.05,11,1.2,700,0.25,1.6,0.8,0.5,0.8,25
504,507900,7810000,,,,,,9.8,2.5,0.001,160,10.4,31,5000,20,3,31,1,116.8,51.1,0.3,6900,2,0.5,130.9,9.3,80.9,0.08,0.5,2800,2.5,10,4.4,22,0.2,3.1,1.2,250,0.25,2.8,0.25,0.5,0.7,25
506,494802,7540000,252,"FIN","FLAT",52,51,8.6,1.3,0.001,280,4.9,4.1,5000,11,7,71,1,18.3,33,0.4,20400,7,0.5,218,5.3,23.8,0.22,0.5,25700,7,110,4.3,23,0.2,7.6,1,250,0.25,2.1,0.25,0.5,1.3,25
507,542833,7630000,230,"FIN","NW",37,32,47,0.25,0.001,670,11.1,2.3,10000,65,6,72,0.5,29,19.1,1.1,30200,7,0.5,499.7,36,10.7,0.4,0.5,13900,23,10,4.5,46,0.05,11,3.9,250,0.25,9.5,0.25,0.5,2.2,25
511,762599,7510000,130,"RUS","E",44,52,7.3,1.2,0.001,410,5.5,3,20000,18,11,160,0.5,28.1,22.1,0.5,22400,6,0.5,290.3,8.8,14,0.18,0.5,23200,9,10,4.7,31,0.2,8.9,1.2,250,0.25,1.7,1.2,0.5,1,25
