"ID","XCOO","YCOO","ELEV","COUN","*ASP","AoMEAN","HUMNO","HUMTHI","GROUNDVEG","TREELAY","VEG_ZONE","LITO","Ag","Al","Al_AA","As","Au","B","Ba","Ba_AA","Be","Bi","Br","C","Ca","Ca_AA","Cd","Cd_AA","Cl","Co","Co_AA","Cond","Cr","Cr_AA","Cu","Cu_AA","F","Fe","Fe_AA","H","Hg","K","K_AA","La","LOI","Mg","Mg_AA","Mn","Mn_AA","Mo","N","Na","Na_AA","Ni","Ni_AA","NO3","P","P_AA","Pb","Pb_AA","Pd","pH","PO4","Pt","Rb","S","S_AA","Sb","Sc","Se","Si","Si_AA","SO4","Sr","Sr_AA","Th","Ti_AA","Tl","U","V","V_AA","Y","Zn","Zn_AA"
637,759403,7670000,60,"RUS","E",3,4,3,"LICHEN","BIRCH","FOREST_TUNDRA",4,0.092,1650,65.7,1.03,0.055,2.8,90.5,32,0.06,0.076,1,49.2,3960,2360,0.164,0.11,56.92,1.35,0.3,105.4,2.08,0.06,11.2,0.17,27.76,1870,9.9,6.7,0.195,600,494,5.6,88.9,1070,799,60.4,33.9,0.383,1.2,120,95.5,12.1,0.99,1.64,840,114,10.9,3.1,0.79,3.7,342.54,0.15,2.26,1610,73.8,0.176,0.7,0.4,500,3,94.32,53,30.2,0.26,0.11,0.033,0.127,6.49,0.16,1.4,30.2,12.3
638,638087,7570000,310,"RUS","NE",2.5,7,2.5,"MOSS","SPRBI","BOREAL_FOREST",1,0.328,651,21.8,0.824,0.16,2.05,78.7,31.4,0.01,0.155,1,49.2,2740,1740,0.217,0.2,123.12,0.6,0.1,145.7,1.98,0.08,9.14,0.19,40.98,690,6.2,6.6,0.267,1000,865,0.35,95.9,630,457,260,175,0.178,1.3,50,29.5,8.57,0.67,2.34,884,234,18.4,5,0.4,3.5,656.66,0.15,6.12,1610,119,0.262,0.2,0.4,460,8,145.64,21.1,12.2,0.104,0.07,0.112,0.03,2.76,0.08,0.2,45.3,18.9
639,773463,7560000,210,"RUS","W",2.5,,,"MOSS","PINE","BOREAL_FOREST",,0.414,2270,116,1.93,1.27,1.87,68.5,25.7,0.05,0.189,1,45.2,2520,1390,0.239,0.2,106.62,5.75,0.95,146.7,4.47,0.1,69,2.92,57.48,5470,13,6,0.29,1200,794,6.7,86.4,580,276,109,56.3,0.511,1.3,70,52,122,10.4,3.28,973,161,17.6,4.8,20.2,3.4,448.26,2.59,7.46,1410,125,0.247,0.6,0.4,530,8,166.24,56.6,32.4,0.349,0.19,0.072,0.14,6.77,0.15,1.5,55.8,25.2
640,603600,7670000,180,"RUS","FLAT",3,7,3.5,"MOSS","SPARCEPI","BOREAL_FOREST",22,0.129,611,21.3,1.85,0.115,1.98,62.5,22.5,0.01,0.164,1,49.7,3040,1830,0.277,0.21,89.84,1.25,0.28,146.2,1.37,0.06,19,0.36,48,880,3.9,6.7,0.196,900,680,0.8,96,640,466,156,95.2,0.167,1.1,20,24.6,27,3.36,2.44,794,174,15.1,3.8,0.88,3.4,480.88,0.15,3.89,1620,132,0.225,0.2,0.4,410,5,166.38,21.7,12.9,0.145,0.07,0.085,0.034,2.59,0.06,0.2,56.9,24.9
642,444423,7570000,310,"FIN","SW",1.9,6,1.5,,,,1,1.15,2350,117,1.45,0.258,1.49,70.6,25.7,0.05,0.291,1,45.3,2080,1160,0.339,0.28,43.78,0.94,0.21,155.7,2.08,0.07,6.58,0.16,65.44,1680,11,6,0.233,700,570,1,92.5,530,346,110,65.3,0.225,1.3,20,19.5,4.98,0.51,2.68,1020,120,25.8,6.8,0.14,3.3,346.48,0.15,5.78,1530,149,0.237,0.6,0.4,540,8,220.3,27.4,15,0.249,0.2,0.102,0.166,4.6,0.11,0.6,37,16.4
643,634063,7470000,300,"RUS","FLAT",2.5,,,"MOSS","BISPR","BOREAL_FOREST",,0.297,1250,34.2,0.648,0.285,1.92,50.8,19,0.01,0.178,1,44,2670,1630,0.158,0.14,78.02,0.66,0.07,136.4,2.32,0.11,10.4,0.23,46.62,1400,3.7,5.9,0.164,1100,885,1.4,87.8,550,362,401,267,0.225,1.2,20,18.9,9.44,0.56,3.22,1010,233,23.6,6.4,0.93,3.7,674.54,0.34,9.44,1360,109,0.23,0.3,0.4,470,8,123.24,23.1,13.5,0.613,0.16,0.088,0.103,4.85,0.08,0.4,55,25
646,639808,7540000,130,"RUS","FLAT",1.5,,,"LICHEN","PIBI","BOREAL_FOREST",,0.406,1590,67,1.07,0.218,1.37,80.3,28.3,0.04,0.175,1,48.7,2310,1290,0.251,0.18,83.5,1.45,0.32,130.1,1.44,0.05,7.17,0.12,53.76,1570,8.5,6.5,0.233,800,696,0.35,95.4,740,554,81.4,46.8,0.201,1.2,50,54.5,8.68,0.68,2.34,909,157,20.2,5,0.59,3.4,494.38,0.33,5.23,1530,110,0.213,0.2,0.4,470,9,118.62,46.6,25.8,0.111,0.08,0.058,0.056,2.67,0.08,0.3,43.2,18
648,677411,7450000,270,"RUS","FLAT",2,,,"MOSS","BIRCHdense","BOREAL_FOREST",,0.586,1640,77.8,0.893,0.273,2.24,113,32.3,0.02,0.265,1,35.9,2400,1280,0.354,0.25,107.24,1.5,0.27,183.9,5.22,0.2,14.2,0.51,61.82,1950,13.4,4.9,0.215,1400,1040,1.8,81.2,670,324,406,216,0.304,1,60,29.3,20.3,1.26,6.32,1230,258,34.3,9.1,1.74,3.7,822.72,0.5,10.2,1370,151,0.285,0.6,0.4,530,11,227.7,20.4,10.6,0.209,0.29,0.145,0.068,5.86,0.15,0.6,57.4,23.2
649,494102,7700000,280,"FIN","S",2.3,5,3.6,"MOSS","BIRCH","FOREST_TUNDRA",32,0.071,1700,94,0.668,0.057,2.7,145,51.6,0.06,0.11,1,47.2,5760,3930,0.434,0.38,47,3.1,1.12,94.2,1.9,0.05,4.95,0.09,39.62,2010,14.4,6.6,0.144,700,560,2,93.4,1530,1220,72,39,0.272,1,60,66.4,6.18,0.87,1.7,685,64.5,11.9,3.8,0.1,4.1,209.58,0.15,2.62,1500,83.4,0.191,0.7,0.4,420,9,150.14,68.1,41,0.128,0.07,0.075,0.041,2.5,0.08,1.2,41.3,22.4
650,451700,7810000,70,"NOR","FLAT",3,6,3,"MOSS","BIRCH","FOREST_TUNDRA",10,0.081,692,16.2,0.403,0.025,3.86,45.1,14.2,0.01,0.077,1,46.6,3570,2200,0.177,0.15,112.98,0.43,0.07,159,1.37,0.1,7.04,0.1,71.64,660,2.7,6.4,0.174,1300,990,1,93.1,1190,912,441,268,0.155,1.3,110,113,3.04,0.23,0.5,1060,308,14,3.1,0.13,3.9,947.38,0.15,3.45,1670,113,0.189,0.2,0.4,480,6,178.32,24.5,13.4,0.192,0.025,0.031,0.044,2.2,0.06,0.4,55.5,22.4
651,428129,7590000,340,"FIN","S",0.6,11,0.2,,,,51,0.363,2410,110,0.958,0.181,2.61,99.9,36.8,0.04,0.273,1,43.3,3660,2130,0.373,0.36,100.38,1.45,0.35,136.9,3.48,0.11,9.29,0.26,51.22,2800,16.5,5.9,0.262,1100,826,4.6,82.9,680,397,271,172,0.224,1.5,40,27,5.64,0.6,2.7,1380,158,23.3,7.7,0.05,3.8,433.14,0.15,6.14,1830,147,0.147,1.6,0.4,540,12,173.46,21.9,11.4,0.947,0.24,0.124,0.163,10.1,0.19,1.7,80.1,43.4
652,465051,7770000,500,"NOR","FLAT",2,6,2,"MOSS","BIRCH","DWARF_SHRUB_TUNDRA",10,0.033,3990,86.8,0.897,0.025,3.32,53.8,15.8,0.1,0.063,1,28.1,1520,991,0.263,0.23,24.48,1.43,0.23,96.3,5.62,0.11,6.43,0.12,61,4300,15.5,3.9,0.14,1400,442,11.6,69.5,1030,467,37.1,16.4,0.167,1.1,50,50.8,4.12,0.45,0.5,781,96.7,9.9,2.6,0.11,3.6,271.9,0.15,6.62,1220,77.3,0.026,0.9,0.4,470,4,85.84,19.3,11.7,5.15,0.1,0.047,0.204,7.56,0.07,1.7,43.9,25.4
653,587750,7690000,95,"NOR","E",3,7,2,"MOSS","PINE",,51,0.091,984,35.3,1.47,0.025,2.19,49.4,19.2,0.01,0.179,1,45.5,2830,1760,0.237,0.22,39.92,1.19,0.28,118.5,1.62,0.07,18.2,0.41,44.74,1020,4.5,6.2,0.174,800,618,0.8,89.2,540,385,142,82.7,0.175,1,30,29.2,26.8,3.69,0.5,656,139,18.9,5.5,0.68,3.4,390.22,0.15,5.11,1330,104,0.187,0.3,0.4,410,3,126.06,17.8,11,0.143,0.09,0.12,0.039,3.21,0.09,0.3,35.2,17.3
654,423243,7720000,340,"NOR","FLAT",3,5,3,"LICHEN","BIRCH","FOREST_TUNDRA",1,0.053,1050,25.7,0.845,0.025,1.8,72.1,23.4,0.01,0.141,1,43.9,3190,1920,0.196,0.16,27.72,0.42,0.09,116.2,1.56,0.05,5.03,0.07,49.96,860,2.9,5.9,0.244,700,534,0.35,93.1,920,747,34,18.1,0.107,1.3,40,47.1,4.22,0.36,0.5,826,175,16.1,3.9,0.13,3.5,528.42,0.15,3.41,1710,93.4,0.166,0.3,0.4,430,3,109.58,29.3,16.6,0.136,0.11,0.035,0.049,2.36,0.08,0.3,34.6,13.8
655,425231,7610000,340,"FIN","E",0.8,4,3,"MOSS","BIPI","FOREST_TUNDRA",51,0.339,7220,1010,1.02,0.025,1.3,56.2,14,0.1,0.112,1,46.4,1480,726,0.465,0.38,69.74,4.35,1.65,94.3,10.1,0.87,5.85,0.18,101.8,8010,933,6.6,0.28,700,474,3.4,92.3,450,292,23.3,11.9,0.254,1.5,50,56.5,7.47,1.27,2.5,1630,58.9,16,3.7,0.05,3.8,25.12,0.98,6.53,1970,130,0.084,3.8,0.4,420,12,213.28,16.6,7.78,1.05,0.71,0.124,0.592,5.21,0.2,1.8,12.7,5.57
656,667889,7620000,100,"RUS","FLAT",2,,,"LICHEN","PINE","BOREAL_FOREST",,0.17,1650,56.3,1.16,0.28,1.89,86.4,30.5,0.01,0.173,1,45.8,2780,1690,0.25,0.17,49.16,1.08,0.18,129.7,2.83,0.09,8.36,0.15,46.8,1930,7.3,6.2,0.29,700,622,2.3,89.1,630,336,258,162,0.172,1.1,70,35.6,11.6,0.96,4.18,843,153,17.4,4,1.62,3.3,545.3,0.15,4.5,1280,105,0.206,0.6,0.4,590,5,169.72,23.2,13.3,0.417,0.16,0.122,0.056,4.48,0.07,0.8,43.4,17.3
657,601100,7690000,60,"RUS","N",2,10,2,"MOSS","BIPI","BOREAL_FOREST",51,0.244,1010,43.5,1.79,0.32,2.15,25.4,9.03,0.01,0.248,1,48.4,1900,1060,0.283,0.22,1,2.3,0.55,163.5,2.4,0.08,34.9,1.2,0.5,1700,13.9,6.6,0.208,900,725,1,91.8,650,393,199,119,0.301,1.1,90,75.2,49.3,7.96,0.5,970,238,21.7,6.3,1.66,3.6,2,0.15,5.09,1360,126,0.305,0.4,0.93,480,6,1,9.51,5.15,0.141,0.11,0.144,0.045,3.52,0.09,0.4,27.8,12.5
658,580500,7610000,100,"RUS","FLAT",3,5,3,"LICHEN","PINE","BOREAL_FOREST",31,0.39,3210,271,1.04,0.19,1.93,112,34.8,0.03,0.129,1,49.2,3320,1930,0.645,0.45,80.02,3.39,1.04,146.9,2.01,0.07,8.3,0.24,78.4,3980,71.6,6.4,0.209,1200,941,3.4,93.1,920,627,73.3,36.3,0.291,1.1,50,35.5,8.21,0.93,5.7,904,77.6,15.1,3.6,0.43,3.6,211.46,0.15,4.85,1340,137,0.173,1,0.4,560,8,224.32,41.6,21.7,0.436,0.16,0.08,0.068,3.05,0.12,2.8,53.5,19.4
662,575250,7860000,50,"NOR","FLAT",14,5,3,"MOSS","BIRCHdense","DWARF_SHRUB_TUNDRA",9,0.052,1100,16.2,0.533,0.191,5.49,26.4,6.2,0.01,0.064,1,48.2,3580,2140,0.175,0.18,70.28,0.59,0.05,101.1,1.41,0.03,6.72,0.08,65.86,1590,4.9,6.7,0.281,800,630,1,95.7,1410,1120,35.1,13.4,0.151,1.1,170,201,2.53,0.12,0.5,648,133,8.67,2.2,0.17,3.7,493.8,0.15,2.22,1530,81.4,0.112,0.3,0.4,420,2,122.46,28.6,15.4,0.404,0.025,0.033,0.171,2.04,0.03,1.1,41.5,19.4
663,703600,7680000,160,"RUS","FLAT",2,,,"MOSS","BIRCH","FOREST_TUNDRA",,0.155,759,23.4,0.627,0.698,3.11,45.2,16.9,0.01,0.123,1,46,2650,1660,0.166,0.18,220.8,2.26,0.45,173.5,3.22,0.12,32.3,0.8,79.98,1580,9.2,6.4,0.243,1200,1060,3,89.2,760,543,423,261,0.264,1.2,60,67.4,45.1,4.91,13.02,1040,269,12.3,3.2,2.16,3.6,1147.44,0.31,6.03,1460,154,0.171,0.3,0.4,460,9,279.4,22.1,12.6,1.05,0.22,0.068,0.092,4.91,0.07,0.6,64,32.8
664,594509,7730000,60,"NOR","FLAT",0.7,9,0.7,"MOSS","BIRCH","FOREST_TUNDRA",20,0.124,1160,46.3,1.14,0.025,2.86,93.6,32.5,0.01,0.141,1,47.5,2910,1690,0.213,0.16,66.9,1.47,0.29,151.6,2.17,0.07,16.2,0.28,51.66,1720,8.9,6.8,0.242,1300,1010,1.5,91.9,990,751,151,90.7,0.448,1.3,40,51.2,22.6,2.22,0.5,1080,258,16.5,4.5,0.59,3.6,671.5,0.15,12.1,1620,131,0.162,0.4,0.4,490,8,180.72,34.4,18.5,0.331,0.18,0.106,0.096,4.09,0.07,0.5,35.8,16.2
666,394943,7530000,260,"FIN","SW",1.9,6,0.8,"MOSS","PINE","BOREAL_FOREST",51,0.253,1630,39.4,1.41,0.502,2.06,71.1,27.7,0.01,0.318,1,46.8,3250,1890,0.236,0.21,40.66,0.58,0.08,124.2,3.38,0.14,7.26,0.16,49.8,1960,6.6,6.5,0.251,900,698,3.3,87.9,530,291,497,329,0.261,1.1,20,12.1,3.67,0.25,2.34,990,190,29,7.9,0.21,3.5,552.04,0.4,7.57,1410,111,0.184,0.6,0.4,540,8,126.06,14.8,6.94,0.656,0.22,0.165,0.148,7.28,0.09,1.1,45.7,20
667,455068,7420000,235,"FIN","NE",2.6,5,2.6,"MOSS","PISPRBI","BOREAL_FOREST",7,0.134,1510,89.7,1.37,0.303,0.84,87.2,32,0.07,0.356,1,42.5,1650,959,0.433,0.31,36.26,0.54,0.12,139.1,2.73,0.05,5.49,0.09,52,1160,4.4,5.4,0.191,800,666,1.9,86,440,298,80.6,41.3,0.22,1,20,21.7,3.24,0.26,2.52,700,146,39,9.2,0.19,3.2,449.28,0.52,8.77,1100,105,0.295,0.3,0.4,460,4,131.1,20.1,11.1,0.554,0.1,0.229,0.191,3.91,0.1,0.6,42,17.6
668,512295,7730000,277,"FIN","NE",2,5,1.8,"MOSS","BIRCH","FOREST_TUNDRA",20,0.061,3180,229,1.01,0.025,1.42,97.8,30.1,0.05,0.129,1,47.8,2770,1550,0.334,0.25,53.76,1.17,0.29,116,1.73,0.05,6.52,0.13,53.44,2850,25,6.5,0.247,800,640,1.8,94.5,860,643,44,24.3,0.198,1.4,50,58.6,6.56,0.67,0.5,1030,73,17.3,4.8,0.49,3.6,228.7,1.14,3.94,1920,124,0.167,0.8,0.4,460,3,155.44,45.3,23.4,0.199,0.12,0.046,0.068,2.99,0.12,1.1,26.9,12.5
670,586615,7390000,280,"FIN","NW",4,5,3,"MOSS","PISPRBI","BOREAL_FOREST",52,0.079,1030,37.4,1.4,0.074,1.07,49.8,19.7,0.01,0.248,1,40.1,2110,1300,0.333,0.24,41.2,0.42,0.04,129.4,2.14,0.05,5.39,0.1,49.98,1000,3.4,5.2,0.209,700,542,1,78.9,310,199,65.7,40.7,0.186,0.9,20,23.4,2.9,0.2,1.86,599,143,27.4,7.8,0.4,3.3,404.94,0.15,4.62,1150,91.3,0.272,0.3,0.4,450,5,128.02,11.9,6.76,0.261,0.06,0.092,0.052,3.49,0.07,0.4,41.7,17.9
671,568072,7710000,180,"FIN","N",1.4,9,1,,"SPARCEBI","FOREST_TUNDRA",7,0.204,4820,384,1.58,0.068,1.38,63.6,18.6,0.16,0.166,1,45.4,2370,1320,0.348,0.25,26.86,1.48,0.4,98.1,2.75,0.06,9.61,0.17,48.04,3640,39.6,6.1,0.216,900,577,8.9,81.2,680,455,44.5,22.4,0.339,1.4,60,52.6,12,1.67,0.5,1070,63.5,22.9,5.7,0.53,4,120.08,1.46,6.74,1700,112,0.071,1.3,0.4,580,5,126.94,26.9,13.6,2.15,0.26,0.082,0.627,4.51,0.08,2.3,40.2,19.8
672,527100,7860000,40,"NOR","FLAT",7,5,3,"MOSS",,"TUNDRA",10,0.195,1520,59.6,0.708,0.169,5.12,46.7,12.4,0.01,0.09,1,45.3,3180,1800,0.174,0.14,55.4,0.88,0.15,96.4,1.72,0.04,6.63,0.09,75.24,2650,14.3,6.4,0.278,900,586,2.2,89.4,1760,1400,38.7,13.6,0.275,1.1,260,242,2.85,0.24,0.5,792,87.3,12.6,3.3,0.25,4.2,358.2,0.32,4.71,1790,79.1,0.134,0.4,1.09,460,4,130.96,44.2,24.4,0.585,0.22,0.083,0.208,3.68,0.07,1.5,27.1,12.3
676,632100,7800000,50,"NOR","FLAT",9,5,3,"MOSS","BIRCH","DWARF_SHRUB_TUNDRA",9,0.063,952,21.9,0.978,0.234,5.64,49.9,16.5,0.01,0.091,1,49.3,2950,1800,0.188,0.14,167.66,0.42,0.09,130.8,1.31,0.06,7.84,0.13,73.74,1010,5.8,6.8,0.353,1100,741,1.1,95.6,860,650,192,123,0.129,1.1,160,149,5.79,0.54,0.5,872,194,9.9,2.7,0.3,3.9,851.26,0.15,3.02,1580,103,0.142,0.3,0.92,490,2,172.9,19.8,11.4,0.228,0.07,0.048,0.064,2.25,0.04,0.5,40.7,19
677,627814,7670000,210,"RUS","FLAT",2,7,2,"LICHEN","BIPI","BOREAL_FOREST",21,0.18,2150,75.9,1.66,0.272,2.35,52.2,16.5,0.01,0.203,1,41.5,2990,1550,0.219,0.17,169.54,3.74,0.96,196.3,10.6,0.33,82.1,2.63,91.56,4290,47.3,5.6,0.258,1100,790,2.1,80.5,1000,413,254,150,0.328,1.3,100,48.6,102,20.1,5.14,1070,197,17.3,5,2.15,3.7,744.06,0.96,6.03,1640,170,0.134,1,0.4,490,12,327.76,23.8,11.8,0.434,0.58,0.092,0.134,8.38,0.17,1.2,46,22.9
678,714497,7470000,180,"RUS","FLAT",1,9,1,"LICHEN","PINE","BOREAL_FOREST",1,0.164,2520,126,1.5,0.19,1.63,53.2,17.6,0.03,0.247,1,39.8,2320,1300,0.223,0.2,73.16,1.66,0.26,147.7,4.3,0.15,16.4,0.59,50.84,2330,15.7,5.3,0.315,900,604,1.7,75.2,480,201,195,118,0.307,1,50,38.1,26.6,1.95,3.6,879,146,28.4,7.8,3.24,3.6,354.74,1.36,7.64,1430,139,0.265,0.5,0.4,500,10,138.22,16.8,9.09,0.236,0.33,0.292,0.088,6.41,0.11,0.7,35.1,13.9
679,545581,7610000,235,"FIN","S",2.3,6,2,"MOSS","BIPI","BOREAL_FOREST",32,0.206,2090,99.6,0.76,0.13,1.78,144,52.4,0.01,0.153,1,46.7,3220,1990,0.313,0.24,49,1.57,0.28,139.3,1.93,0.05,7.68,0.14,47.42,1610,6.7,6.2,0.271,1100,818,1.9,92.7,850,579,162,98.6,0.183,1.1,5,17.7,6.22,0.57,1.86,1040,204,16.6,4.3,0.39,3.8,616.9,0.62,6.07,1460,118,0.187,0.5,0.4,500,6,162.08,34.6,20.2,0.294,0.08,0.105,0.048,3.54,0.03,0.8,64.9,30.4
680,688909,7570000,420,"RUS","NW",6,5,6,"MOSS","SPARCEBI","FOREST_TUNDRA",32,0.173,792,28.4,0.979,1.87,1.53,50.4,16.1,0.01,0.186,1,48.2,3120,1800,0.456,0.34,52.88,1.1,0.22,149.7,1.84,0.05,11.8,2.36,56.6,960,3.7,6.5,0.189,1100,826,0.9,96.2,720,513,131,70.5,0.232,1.5,5,21.1,12.2,0.88,2.6,907,203,24.2,6.1,1.02,3.7,521.06,0.48,3.67,1720,145,0.268,0.3,0.4,470,7,174.2,15.1,8.61,0.104,0.08,0.071,0.035,3.52,0.03,0.3,65.9,28.9
682,676998,7390000,95,"RUS","FLAT",4,9,3.5,"MOSS","PINE","BOREAL_FOREST",105,0.295,1710,54.2,0.966,0.196,1.22,69.8,24.7,0.01,0.142,1,48.8,3200,1880,0.245,0.14,37.8,1.03,0.14,143.5,4.65,0.09,5.53,0.08,33.96,2010,10.9,6.4,0.14,1000,737,1.1,91.5,990,499,122,65,0.261,0.9,30,24.6,6.52,0.49,2.8,769,171,14.9,3.3,0.38,3.5,312.58,0.49,8.32,1270,99.4,0.18,0.4,0.4,530,6,98.72,20.3,11.5,0.181,0.27,0.13,0.05,4.79,0.05,0.5,39.6,15.6
683,714434,7510000,230,"RUS","N",4.5,,,"MOSS","PIBISPR","BOREAL_FOREST",,0.233,976,44.3,0.967,0.394,1.84,90.8,31.2,0.01,0.184,1,50.4,3890,2450,0.331,0.27,69.68,2.83,0.54,168.2,1.49,0.07,25.2,0.68,32.86,990,4.4,6.8,0.163,1300,1030,1.4,96.5,760,598,233,145,0.308,1.1,10,28.6,47,3.13,4.14,973,242,20.2,4.7,4.6,3.8,515.22,1.77,7.62,1430,140,0.299,0.3,0.4,450,7,166.26,33.5,19.9,0.104,0.025,0.147,0.048,3.15,0.04,0.4,45.7,19.2
684,404739,7570000,307,"FIN","W",2.4,6,2.2,"MOSS","PIBI","BOREAL_FOREST",1,0.387,2030,87.5,1.8,0.025,1.55,109,34.4,0.06,0.335,1,46.3,3390,1980,0.517,0.28,21.52,0.89,0.15,115.8,2.04,0.04,6.09,0.02,38.48,1390,6.2,5.8,0.28,700,544,1.3,90.5,610,421,64.3,30.7,0.256,1.2,40,27.5,5.47,0.37,4.98,796,104,40.9,7.9,0.15,3.8,278.92,0.73,5.44,1400,89.4,0.279,0.8,0.4,520,4,96.24,32.7,18,0.261,0.08,0.132,0.146,3.83,0.09,0.7,54.4,16.3
685,602100,7740000,35,"NOR","E",5,6,2,"MOSS","BIRCH","FOREST_TUNDRA",20,0.177,1280,41.4,0.765,0.159,1.21,56.4,17.9,0.01,0.098,1,49.1,2250,1190,0.225,0.12,26,0.75,0.13,122.6,2.04,0.04,14.6,0.29,30.58,1590,7.8,6.4,0.242,600,412,2.2,90.4,760,544,39.7,17.6,0.295,1.1,100,79,7.73,0.66,0.5,672,116,10.3,1.9,0.26,3.6,204.04,0.44,4.49,1480,95.3,0.129,0.5,0.4,490,5,98.44,31.3,16.8,0.714,0.27,0.041,0.166,2.65,0.04,0.9,43.4,16.4
686,730510,7510000,210,"RUS","NE",3,5,3,"MOSS","SPRPIBI","BOREAL_FOREST",1,0.283,1590,63.6,2.93,2.92,1.52,67.4,21.5,0.02,0.366,1,47.1,2690,1620,0.477,0.35,86.9,8.5,1.69,145,3.28,0.07,82.7,4.35,34.58,2030,6.9,6.2,0.296,1100,847,2.4,90.5,570,383,126,80.7,0.595,1,50,32.8,197,20.9,5.5,785,158,31.2,8.6,31.7,3.6,371.14,8.05,7.73,1370,127,0.423,0.4,0.95,510,11,152.28,26.6,15.4,0.19,0.12,0.153,0.079,6,0.11,0.7,46.6,21.5
687,421123,7840000,140,"NOR","S",5,5,3,"MOSS","BIRCH","FOREST_TUNDRA",10,0.092,519,15.3,0.45,0.025,3.7,42.3,11.7,0.01,0.093,1,49,3800,2310,0.237,0.16,73.58,0.85,0.18,127.9,0.7,0.04,6.45,0.06,40.14,500,2.5,6.7,0.195,1100,865,1.1,95.5,1640,1350,127,66.6,0.605,1.3,250,236,2.81,0.17,0.5,949,237,15.8,3.8,0.3,4.2,574,0.15,3.86,1850,92.6,0.193,0.1,0.97,460,6,127.94,43.7,24.7,0.133,0.025,0.088,0.109,1.5,0.01,0.6,76.8,31.3
691,589880,7700000,170,"NOR",-9999,4,5,3,"MOSS","BIPI","FOREST_TUNDRA",52,0.309,1470,97.6,1.81,0.32,2.68,63.2,21.8,0.01,0.153,1,49.2,2960,1720,0.237,0.14,104.68,2.95,0.72,143.6,3.13,0.1,38.9,0.92,69.76,2360,14.6,6.7,0.29,1100,875,1.3,94.8,850,614,236,144,0.273,1.4,80,69.4,54,6.56,0.5,1130,193,18.8,5.1,1.9,3.8,563.56,1.52,4.95,1950,148,0.189,0.5,0.4,530,9,163.62,19.3,10.8,0.095,0.1,0.108,0.063,4.53,0.07,0.8,66.6,31.5
692,528488,7690000,185,"FIN","SE",2.2,5,3.1,"MOSS","BIRCH","BOREAL_FOREST",20,0.259,2110,104,0.639,0.215,2.24,106,37.5,0.04,0.13,1,43.7,2780,1680,0.277,0.18,115.62,1.57,0.48,179.4,3.18,0.08,7.34,0.26,44.18,3920,18.6,6.1,0.269,1300,944,4.1,88.8,790,428,146,81.4,0.508,1.1,50,44.4,7.54,0.85,3.3,976,181,15.4,4.7,0.31,3.9,330.12,0.96,6.63,1330,150,0.137,1.1,0.4,560,9,186.8,36.5,21,1.12,0.21,0.103,0.11,6.54,0.1,1.5,31.4,13.9
693,601800,7660000,230,"RUS","NW",5,6,5,"MOSS","PIBI","BOREAL_FOREST",20,0.387,1080,42,1.28,0.313,1.84,97.1,35.7,0.01,0.181,1,46.6,2760,1530,0.294,0.2,1,1.27,0.23,162.8,1.9,0.04,17.3,0.25,0.5,1250,7.3,6,0.259,1100,799,2.3,88.9,670,424,153,84.2,0.315,1.2,30,25.8,20.8,1.83,0.5,883,182,18.3,3.8,0.61,3.6,2,0.15,4.14,1460,140,0.235,0.4,0.4,550,7,1,22.9,12.4,0.413,0.11,0.067,0.068,3.05,0.06,0.7,51.9,18.8
694,653599,7720000,120,"RUS","FLAT",2,,,"MOSS","BIRCH","FOREST_TUNDRA",,0.147,1860,66.1,3.62,1.24,3.69,55.4,18.4,0.04,0.151,1,36.3,2440,1280,0.168,0.16,31.88,10.5,3.64,107.6,11,0.31,172,10.3,33.84,7250,46.1,5,0.3,700,462,2.2,80.5,960,464,175,101,0.414,1.1,60,29.9,319,76.1,2.84,759,81.3,15.2,4.1,4.62,3.8,193.56,1.5,3.96,1700,112,0.051,0.7,0.4,520,8,129.46,17.9,8.66,0.483,0.36,0.058,0.105,14,0.2,0.7,75,36.4
695,619000,7620000,220,"RUS","FLAT",2,8,2,"LICHEN","BIPI","BOREAL_FOREST",31,0.254,1570,74.1,1,0.159,2.1,157,56.4,0.01,0.129,1,47.5,4680,2960,0.214,0.13,40.2,1.14,0.25,118.8,2.01,0.06,8.27,0.13,39.7,1660,10.9,6.2,0.269,900,654,2.6,91.4,740,473,62.8,22.9,0.17,1.3,40,28.4,8.39,0.66,5.76,937,132,15.6,3.8,0.57,4,360.1,0.61,3.43,1420,102,0.2,0.6,0.4,550,7,132.24,61.6,36.2,0.515,0.19,0.058,0.056,3.76,0.06,0.7,51,20.7
696,471250,7800000,135,"NOR","SE",7,5,3,"MOSS","BIRCH","FOREST_TUNDRA",10,0.051,1440,31.1,0.624,0.144,3.85,46,13.8,0.06,0.085,1,46.8,2760,1640,0.141,0.11,66.86,0.83,0.16,114.5,1.76,0.05,6.97,0.11,76.2,1540,6.4,6.3,0.257,900,615,1.2,92.2,1350,1040,108,69.8,0.164,1.4,180,172,2.96,0.23,0.5,959,200,12.4,3.1,0.05,3.9,745.26,0.15,3.13,1840,96.8,0.157,0.3,0.4,550,3,131.18,39.4,21.8,0.282,0.07,0.052,0.106,2.65,0.01,1.3,32.2,13.5
